id,session_id,group_id,stage,action,trigger_source,message,hint,scaffolds,metrics_snapshot_json,form_snapshot_json,created_at
decision-0179,synthetic-session,group-08,3,probe,help_click,try describing sample 3 in your own words,compare two samples side by side,"[""I noticed ____ about sample 2.""]","{""source"": ""local"", ""coreFilled"": 2, ""coreTotal"": 4}","{""seeBox"": ""sample 2 felt sticky"", ""thinkBox"": """"}",2026-01-01T20:16:24+00:00
decision-0180,synthetic-session,group-08,3,probe,help_click,try describing sample 2 in your own words,,"[""I noticed ____ about sample 3.""]","{""source"": ""local"", ""coreFilled"": 2, ""coreTotal"": 4}","{""seeBox"": ""sample 2 felt coarse"", ""thinkBox"": """"}",2026-01-01T20:21:38+00:00
decision-0181,synthetic-session,group-08,3,probe,idle,try describing sample 2 in your own words,compare two samples side by side,"[""I noticed ____ about sample 2.""]","{""source"": ""local"", ""coreFilled"": 2, ""coreTotal"": 4}","{""seeBox"": ""sample 3 felt coarse"", ""thinkBox"": """"}",2026-01-01T20:26:46+00:00
decision-0182,synthetic-session,group-08,3,probe,idle,"keep going, you are doing well",compare two samples side by side,"[""I noticed ____ about sample 1.""]","{""source"": ""fallback"", ""coreFilled"": 2, ""coreTotal"": 4}","{""seeBox"": ""sample 1 felt sticky"", ""thinkBox"": """"}",2026-01-01T20:32:13+00:00
decision-0183,synthetic-session,group-08,4,probe,next_click,try describing sample 3 in your own words,compare two samples side by side,"[""I noticed ____ about sample 2.""]","{""source"": ""local"", ""coreFilled"": 2, ""coreTotal"": 4}","{""seeBox"": ""sample 4 felt coarse"", ""thinkBox"": """"}",2026-01-01T20:38:16+00:00
decision-0184,synthetic-session,group-08,4,probe,help_click,"keep going, you are doing well",compare two samples side by side,"[""I noticed ____ about sample 1.""]","{""source"": ""fallback"", ""coreFilled"": 2, ""coreTotal"": 4}","{""seeBox"": ""sample 3 felt sticky"", ""thinkBox"": """"}",2026-01-01T20:39:10+00:00
decision-0185,synthetic-session,group-08,4,probe,idle,try describing sample 4 in your own words,,"[""I noticed ____ about sample 3.""]","{""source"": ""local"", ""coreFilled"": 2, ""coreTotal"": 4}","{""seeBox"": ""sample 4 felt coarse"", ""thinkBox"": """"}",2026-01-01T20:45:48+00:00
decision-0186,synthetic-session,group-08,4,probe,help_click,try describing sample 4 in your own words,compare two samples side by side,"[""I noticed ____ about sample 3.""]","{""source"": ""local"", ""coreFilled"": 3, ""coreTotal"": 4}","{""seeBox"": ""sample 2 felt coarse"", ""thinkBox"": """"}",2026-01-01T20:49:11+00:00
decision-0187,synthetic-session,group-08,5,probe,help_click,"keep going, you are doing well",compare two samples side by side,"[""I noticed ____ about sample 2.""]","{""source"": ""fallback"", ""coreFilled"": 3, ""coreTotal"": 4}","{""seeBox"": ""sample 1 felt coarse"", ""thinkBox"": """"}",2026-01-01T20:53:20+00:00
decision-0188,synthetic-session,group-08,5,probe,idle,try describing sample 3 in your own words,compare two samples side by side,"[""I noticed ____ about sample 2.""]","{""source"": ""llm"", ""coreFilled"": 3, ""coreTotal"": 4}","{""seeBox"": ""sample 2 felt coarse"", ""thinkBox"": """"}",2026-01-01T20:59:36+00:00
decision-0189,synthetic-session,group-08,5,release,help_click,try describing sample 3 in your own words,compare two samples side by side,"[""I noticed ____ about sample 4.""]","{""source"": ""local"", ""coreFilled"": 3, ""coreTotal"": 4}","{""seeBox"": ""sample 1 felt coarse"", ""thinkBox"": """"}",2026-01-01T21:03:41+00:00
decision-0190,synthetic-session,group-08,5,release,idle,try describing sample 2 in your own words,,"[""I noticed ____ about sample 3.""]","{""source"": ""local"", ""coreFilled"": 3, ""coreTotal"": 4}","{""seeBox"": ""sample 1 felt sticky"", ""thinkBox"": """"}",2026-01-01T21:05:48+00:00
decision-0191,synthetic-session,group-08,6,release,idle,try describing sample 3 in your own words,compare two samples side by side,"[""I noticed ____ about sample 1.""]","{""source"": ""llm"", ""coreFilled"": 3, ""coreTotal"": 4}","{""seeBox"": ""sample 3 felt sticky"", ""thinkBox"": """"}",2026-01-01T21:11:55+00:00
decision-0192,synthetic-session,group-08,6,release,idle,"keep going, you are doing well",compare two samples side by side,"[""I noticed ____ about sample 4.""]","{""source"": ""fallback"", ""coreFilled"": 3, ""coreTotal"": 4}","{""seeBox"": ""sample 2 felt sticky"", ""thinkBox"": """"}",2026-01-01T21:16:23+00:00
decision-0193,synthetic-session,group-08,6,release,idle,try describing sample 2 in your own words,compare two samples side by side,"[""I noticed ____ about sample 2.""]","{""source"": ""llm"", ""coreFilled"": 4, ""coreTotal"": 4}","{""seeBox"": ""sample 2 felt coarse"", ""thinkBox"": """"}",2026-01-01T21:20:03+00:00
decision-0194,synthetic-session,group-08,6,release,help_click,try describing sample 4 in your own words,compare two samples side by side,"[""I noticed ____ about sample 2.""]","{""source"": ""local"", ""coreFilled"": 4, ""coreTotal"": 4}","{""seeBox"": ""sample 1 felt coarse"", ""thinkBox"": """"}",2026-01-01T21:22:40+00:00
decision-0195,synthetic-session,group-09,0,scaffold,next_click,"keep going, you are doing well",compare two samples side by side,"[""I noticed ____ about sample 1.""]","{""source"": ""fallback"", ""coreFilled"": 1, ""coreTotal"": 4}","{""seeBox"": ""sample 2 felt smooth"", ""thinkBox"": """"}",2026-01-01T21:26:46+00:00
decision-0196,synthetic-session,group-09,0,scaffold,idle,try describing sample 3 in your own words,compare two samples side by side,"[""I noticed ____ about sample 4.""]","{""source"": ""local"", ""coreFilled"": 1, ""coreTotal"": 4}","{""seeBox"": ""sample 2 felt smooth"", ""thinkBox"": """"}",2026-01-01T21:31:11+00:00
decision-0197,synthetic-session,group-09,0,probe,help_click,try describing sample 4 in your own words,compare two samples side by side,"[""I noticed ____ about sample 2.""]","{""source"": ""llm"", ""coreFilled"": 2, ""coreTotal"": 4}","{""seeBox"": ""sample 2 felt smooth"", ""thinkBox"": """"}",2026-01-01T21:35:56+00:00
decision-0198,synthetic-session,group-09,0,probe,help_click,try describing sample 3 in your own words,compare two samples side by side,"[""I noticed ____ about sample 3.""]","{""source"": ""local"", ""coreFilled"": 2, ""coreTotal"": 4}","{""seeBox"": ""sample 1 felt sticky"", ""thinkBox"": """"}",2026-01-01T21:37:54+00:00
decision-0199,synthetic-session,group-09,1,probe,help_click,try describing sample 2 in your own words,compare two samples side by side,"[""I noticed ____ about sample 4.""]","{""source"": ""local"", ""coreFilled"": 2, ""coreTotal"": 4}","{""seeBox"": ""sample 1 felt smooth"", ""thinkBox"": """"}",2026-01-01T21:43:24+00:00
decision-0200,synthetic-session,group-09,1,probe,next_click,"keep going, you are doing well",compare two samples side by side,"[""I noticed ____ about sample 3.""]","{""source"": ""fallback"", ""coreFilled"": 2, ""coreTotal"": 4}","{""seeBox"": ""sample 3 felt sticky"", ""thinkBox"": """"}",2026-01-01T21:44:27+00:00
decision-0201,synthetic-session,group-09,1,probe,help_click,"keep going, you are doing well",compare two samples side by side,"[""I noticed ____ about sample 4.""]","{""source"": ""fallback"", ""coreFilled"": 2, ""coreTotal"": 4}","{""seeBox"": ""sample 2 felt sticky"", ""thinkBox"": """"}",2026-01-01T21:45:49+00:00
decision-0202,synthetic-session,group-09,2,probe,idle,try describing sample 1 in your own words,compare two samples side by side,"[""I noticed ____ about sample 4.""]","{""source"": ""llm"", ""coreFilled"": 2, ""coreTotal"": 4}","{""seeBox"": ""sample 3 felt sticky"", ""thinkBox"": """"}",2026-01-01T21:50:12+00:00
decision-0203,synthetic-session,group-09,2,probe,idle,try describing sample 4 in your own words,compare two samples side by side,"[""I noticed ____ about sample 3.""]","{""source"": ""local"", ""coreFilled"": 2, ""coreTotal"": 4}","{""seeBox"": ""sample 4 felt coarse"", ""thinkBox"": """"}",2026-01-01T21:53:31+00:00
decision-0204,synthetic-session,group-09,2,probe,help_click,try describing sample 2 in your own words,compare two samples side by side,"[""I noticed ____ about sample 2.""]","{""source"": ""local"", ""coreFilled"": 3, ""coreTotal"": 4}","{""seeBox"": ""sample 2 felt coarse"", ""thinkBox"": """"}",2026-01-01T21:57:51+00:00
decision-0205,synthetic-session,group-09,3,probe,help_click,try describing sample 1 in your own words,compare two samples side by side,"[""I noticed ____ about sample 3.""]","{""source"": ""llm"", ""coreFilled"": 3, ""coreTotal"": 4}","{""seeBox"": ""sample 2 felt smooth"", ""thinkBox"": """"}",2026-01-01T22:03:21+00:00
decision-0206,synthetic-session,group-09,3,redirect,idle,try describing sample 3 in your own words,compare two samples side by side,"[""I noticed ____ about sample 3.""]","{""source"": ""llm"", ""coreFilled"": 3, ""coreTotal"": 4}","{""seeBox"": ""sample 2 felt sticky"", ""thinkBox"": """"}",2026-01-01T22:07:49+00:00
decision-0207,synthetic-session,group-09,3,probe,help_click,try describing sample 3 in your own words,compare two samples side by side,"[""I noticed ____ about sample 3.""]","{""source"": ""local"", ""coreFilled"": 3, ""coreTotal"": 4}","{""seeBox"": ""sample 2 felt coarse"", ""thinkBox"": """"}",2026-01-01T22:12:44+00:00
decision-0208,synthetic-session,group-09,4,probe,help_click,try describing sample 4 in your own words,compare two samples side by side,"[""I noticed ____ about sample 4.""]","{""source"": ""local"", ""coreFilled"": 3, ""coreTotal"": 4}","{""seeBox"": ""sample 4 felt coarse"", ""thinkBox"": """"}",2026-01-01T22:18:42+00:00
decision-0209,synthetic-session,group-09,4,release,idle,try describing sample 2 in your own words,,"[""I noticed ____ about sample 2.""]","{""source"": ""local"", ""coreFilled"": 3, ""coreTotal"": 4}","{""seeBox"": ""sample 2 felt coarse"", ""thinkBox"": """"}",2026-01-01T22:22:08+00:00
decision-0210,synthetic-session,group-09,4,release,help_click,try describing sample 2 in your own words,compare two samples side by side,"[""I noticed ____ about sample 3.""]","{""source"": ""llm"", ""coreFilled"": 4, ""coreTotal"": 4}","{""seeBox"": ""sample 3 felt coarse"", ""thinkBox"": """"}",2026-01-01T22:25:33+00:00
decision-0211,synthetic-session,group-09,5,release,idle,try describing sample 1 in your own words,compare two samples side by side,"[""I noticed ____ about sample 3.""]","{""source"": ""local"", ""coreFilled"": 3, ""coreTotal"": 4}","{""seeBox"": ""sample 1 felt sticky"", ""thinkBox"": """"}",2026-01-01T22:29:39+00:00
decision-0212,synthetic-session,group-09,5,release,idle,"keep going, you are doing well",compare two samples side by side,"[""I noticed ____ about sample 3.""]","{""source"": ""fallback"", ""coreFilled"": 4, ""coreTotal"": 4}","{""seeBox"": ""sample 4 felt sticky"", ""thinkBox"": """"}",2026-01-01T22:34:55+00:00
decision-0213,synthetic-session,group-09,5,release,idle,"keep going, you are doing well",,"[""I noticed ____ about sample 2.""]","{""source"": ""fallback"", ""coreFilled"": 4, ""coreTotal"": 4}","{""seeBox"": ""sample 1 felt smooth"", ""thinkBox"": """"}",2026-01-01T22:36:18+00:00
decision-0214,synthetic-session,group-09,6,redirect,help_click,"keep going, you are doing well",compare two samples side by side,"[""I noticed ____ about sample 2.""]","{""source"": ""fallback"", ""coreFilled"": 4, ""coreTotal"": 4}","{""seeBox"": ""sample 3 felt smooth"", ""thinkBox"": """"}",2026-01-01T22:39:22+00:00
decision-0215,synthetic-session,group-09,6,release,help_click,try describing sample 3 in your own words,compare two samples side by side,"[""I noticed ____ about sample 2.""]","{""source"": ""local"", ""coreFilled"": 4, ""coreTotal"": 4}","{""seeBox"": ""sample 1 felt sticky"", ""thinkBox"": """"}",2026-01-01T22:42:31+00:00
decision-0216,synthetic-session,group-09,6,release,idle,"keep going, you are doing well",,"[""I noticed ____ about sample 2.""]","{""source"": ""fallback"", ""coreFilled"": 4, ""coreTotal"": 4}","{""seeBox"": ""sample 4 felt smooth"", ""thinkBox"": """"}",2026-01-01T22:44:03+00:00
decision-0217,synthetic-session,group-10,0,scaffold,help_click,try describing sample 1 in your own words,compare two samples side by side,"[""I noticed ____ about sample 1.""]","{""source"": ""local"", ""coreFilled"": 1, ""coreTotal"": 4}","{""seeBox"": ""sample 3 felt coarse"", ""thinkBox"": """"}",2026-01-01T22:46:12+00:00
decision-0218,synthetic-session,group-10,0,scaffold,next_click,try describing sample 2 in your own words,compare two samples side by side,"[""I noticed ____ about sample 1.""]","{""source"": ""llm"", ""coreFilled"": 1, ""coreTotal"": 4}","{""seeBox"": ""sample 2 felt coarse"", ""thinkBox"": """"}",2026-01-01T22:47:18+00:00
decision-0219,synthetic-session,group-10,0,scaffold,next_click,try describing sample 3 in your own words,compare two samples side by side,"[""I noticed ____ about sample 3.""]","{""source"": ""local"", ""coreFilled"": 1, ""coreTotal"": 4}","{""seeBox"": ""sample 1 felt coarse"", ""thinkBox"": """"}",2026-01-01T22:52:07+00:00
decision-0220,synthetic-session,group-10,0,probe,idle,try describing sample 1 in your own words,compare two samples side by side,"[""I noticed ____ about sample 3.""]","{""source"": ""local"", ""coreFilled"": 2, ""coreTotal"": 4}","{""seeBox"": ""sample 2 felt sticky"", ""thinkBox"": """"}",2026-01-01T22:53:50+00:00
decision-0221,synthetic-session,group-10,1,probe,help_click,try describing sample 3 in your own words,compare two samples side by side,"[""I noticed ____ about sample 3.""]","{""source"": ""local"", ""coreFilled"": 2, ""coreTotal"": 4}","{""seeBox"": ""sample 2 felt smooth"", ""thinkBox"": """"}",2026-01-01T22:59:32+00:00
decision-0222,synthetic-session,group-10,1,probe,idle,try describing sample 3 in your own words,compare two samples side by side,"[""I noticed ____ about sample 2.""]","{""source"": ""llm"", ""coreFilled"": 2, ""coreTotal"": 4}","{""seeBox"": ""sample 3 felt sticky"", ""thinkBox"": """"}",2026-01-01T23:01:27+00:00
decision-0223,synthetic-session,group-10,1,probe,help_click,try describing sample 1 in your own words,compare two samples side by side,"[""I noticed ____ about sample 1.""]","{""source"": ""llm"", ""coreFilled"": 2, ""coreTotal"": 4}","{""seeBox"": ""sample 4 felt smooth"", ""thinkBox"": """"}",2026-01-01T23:05:56+00:00
decision-0224,synthetic-session,group-10,2,probe,idle,try describing sample 1 in your own words,compare two samples side by side,"[""I noticed ____ about sample 1.""]","{""source"": ""local"", ""coreFilled"": 2, ""coreTotal"": 4}","{""seeBox"": ""sample 1 felt sticky"", ""thinkBox"": """"}",2026-01-01T23:11:03+00:00
decision-0225,synthetic-session,group-10,2,probe,idle,try describing sample 1 in your own words,compare two samples side by side,"[""I noticed ____ about sample 1.""]","{""source"": ""local"", ""coreFilled"": 2, ""coreTotal"": 4}","{""seeBox"": ""sample 2 felt coarse"", ""thinkBox"": """"}",2026-01-01T23:13:46+00:00
decision-0226,synthetic-session,group-10,2,probe,help_click,try describing sample 2 in your own words,compare two samples side by side,"[""I noticed ____ about sample 2.""]","{""source"": ""local"", ""coreFilled"": 2, ""coreTotal"": 4}","{""seeBox"": ""sample 1 felt smooth"", ""thinkBox"": """"}",2026-01-01T23:19:02+00:00
decision-0227,synthetic-session,group-10,3,redirect,idle,try describing sample 1 in your own words,compare two samples side by side,"[""I noticed ____ about sample 4.""]","{""source"": ""llm"", ""coreFilled"": 2, ""coreTotal"": 4}","{""seeBox"": ""sample 2 felt smooth"", ""thinkBox"": """"}",2026-01-01T23:24:37+00:00
decision-0228,synthetic-session,group-10,3,probe,help_click,try describing sample 2 in your own words,compare two samples side by side,"[""I noticed ____ about sample 1.""]","{""source"": ""llm"", ""coreFilled"": 3, ""coreTotal"": 4}","{""seeBox"": ""sample 3 felt sticky"", ""thinkBox"": """"}",2026-01-01T23:30:43+00:00
decision-0229,synthetic-session,group-10,3,probe,next_click,try describing sample 4 in your own words,compare two samples side by side,"[""I noticed ____ about sample 4.""]","{""source"": ""local"", ""coreFilled"": 2, ""coreTotal"": 4}","{""seeBox"": ""sample 4 felt smooth"", ""thinkBox"": """"}",2026-01-01T23:36:45+00:00
decision-0230,synthetic-session,group-10,4,probe,idle,"keep going, you are doing well",compare two samples side by side,"[""I noticed ____ about sample 4.""]","{""source"": ""fallback"", ""coreFilled"": 2, ""coreTotal"": 4}","{""seeBox"": ""sample 4 felt sticky"", ""thinkBox"": """"}",2026-01-01T23:40:56+00:00
decision-0231,synthetic-session,group-10,4,probe,next_click,try describing sample 4 in your own words,compare two samples side by side,"[""I noticed ____ about sample 4.""]","{""source"": ""llm"", ""coreFilled"": 3, ""coreTotal"": 4}","{""seeBox"": ""sample 4 felt coarse"", ""thinkBox"": """"}",2026-01-01T23:45:07+00:00
decision-0232,synthetic-session,group-10,4,probe,help_click,try describing sample 4 in your own words,compare two samples side by side,"[""I noticed ____ about sample 1.""]","{""source"": ""local"", ""coreFilled"": 2, ""coreTotal"": 4}","{""seeBox"": ""sample 4 felt coarse"", ""thinkBox"": """"}",2026-01-01T23:47:01+00:00
decision-0233,synthetic-session,group-10,5,probe,next_click,try describing sample 1 in your own words,compare two samples side by side,"[""I noticed ____ about sample 2.""]","{""source"": ""local"", ""coreFilled"": 3, ""coreTotal"": 4}","{""seeBox"": ""sample 3 felt sticky"", ""thinkBox"": """"}",2026-01-01T23:48:06+00:00
decision-0234,synthetic-session,group-10,5,probe,help_click,try describing sample 2 in your own words,compare two samples side by side,"[""I noticed ____ about sample 1.""]","{""source"": ""llm"", ""coreFilled"": 3, ""coreTotal"": 4}","{""seeBox"": ""sample 1 felt coarse"", ""thinkBox"": """"}",2026-01-01T23:51:31+00:00
decision-0235,synthetic-session,group-10,5,probe,idle,"keep going, you are doing well",compare two samples side by side,"[""I noticed ____ about sample 3.""]","{""source"": ""fallback"", ""coreFilled"": 3, ""coreTotal"": 4}","{""seeBox"": ""sample 4 felt sticky"", ""thinkBox"": """"}",2026-01-01T23:55:39+00:00
decision-0236,synthetic-session,group-10,6,probe,idle,try describing sample 3 in your own words,compare two samples side by side,"[""I noticed ____ about sample 2.""]","{""source"": ""local"", ""coreFilled"": 3, ""coreTotal"": 4}","{""seeBox"": ""sample 4 felt smooth"", ""thinkBox"": """"}",2026-01-02T00:01:14+00:00
decision-0237,synthetic-session,group-10,6,probe,help_click,try describing sample 3 in your own words,compare two samples side by side,"[""I noticed ____ about sample 2.""]","{""source"": ""local"", ""coreFilled"": 2, ""coreTotal"": 4}","{""seeBox"": ""sample 1 felt smooth"", ""thinkBox"": """"}",2026-01-02T00:03:44+00:00
decision-0238,synthetic-session,group-10,6,probe,help_click,try describing sample 3 in your own words,compare two samples side by side,"[""I noticed ____ about sample 2.""]","{""source"": ""local"", ""coreFilled"": 3, ""coreTotal"": 4}","{""seeBox"": ""sample 2 felt smooth"", ""thinkBox"": """"}",2026-01-02T00:05:12+00:00
decision-0239,synthetic-session,group-11,0,scaffold,help_click,"keep going, you are doing well",compare two samples side by side,"[""I noticed ____ about sample 3.""]","{""source"": ""fallback"", ""coreFilled"": 0, ""coreTotal"": 4}","{""seeBox"": ""sample 3 felt sticky"", ""thinkBox"": """"}",2026-01-02T00:10:14+00:00
decision-0240,synthetic-session,group-11,1,scaffold,idle,try describing sample 2 in your own words,compare two samples side by side,"[""I noticed ____ about sample 4.""]","{""source"": ""local"", ""coreFilled"": 1, ""coreTotal"": 4}","{""seeBox"": ""sample 2 felt sticky"", ""thinkBox"": """"}",2026-01-02T00:16:08+00:00
decision-0241,synthetic-session,group-11,3,scaffold,idle,"keep going, you are doing well",,"[""I noticed ____ about sample 1.""]","{""source"": ""fallback"", ""coreFilled"": 0, ""coreTotal"": 4}","{""seeBox"": ""sample 2 felt sticky"", ""thinkBox"": """"}",2026-01-02T00:20:32+00:00
decision-0242,synthetic-session,group-11,5,redirect,idle,try describing sample 2 in your own words,compare two samples side by side,"[""I noticed ____ about sample 1.""]","{""source"": ""local"", ""coreFilled"": 0, ""coreTotal"": 4}","{""seeBox"": ""sample 4 felt smooth"", ""thinkBox"": """"}",2026-01-02T00:25:38+00:00
decision-0243,synthetic-session,group-12,0,scaffold,idle,try describing sample 1 in your own words,compare two samples side by side,"[""I noticed ____ about sample 4.""]","{""source"": ""local"", ""coreFilled"": 1, ""coreTotal"": 4}","{""seeBox"": ""sample 2 felt sticky"", ""thinkBox"": """"}",2026-01-02T00:28:05+00:00
decision-0244,synthetic-session,group-12,1,scaffold,idle,try describing sample 4 in your own words,,"[""I noticed ____ about sample 1.""]","{""source"": ""llm"", ""coreFilled"": 1, ""coreTotal"": 4}","{""seeBox"": ""sample 2 felt smooth"", ""thinkBox"": """"}",2026-01-02T00:30:42+00:00
decision-0245,synthetic-session,group-12,3,scaffold,idle,try describing sample 2 in your own words,compare two samples side by side,"[""I noticed ____ about sample 4.""]","{""source"": ""llm"", ""coreFilled"": 1, ""coreTotal"": 4}","{""seeBox"": ""sample 3 felt sticky"", ""thinkBox"": """"}",2026-01-02T00:36:39+00:00
decision-0246,synthetic-session,group-12,5,probe,idle,"keep going, you are doing well",compare two samples side by side,"[""I noticed ____ about sample 3.""]","{""source"": ""fallback"", ""coreFilled"": 2, ""coreTotal"": 4}","{""seeBox"": ""sample 4 felt coarse"", ""thinkBox"": """"}",2026-01-02T00:39:30+00:00
